movie_id,title,question
43947,I Spit on Your Grave,isolated cabin by river
43947,I Spit on Your Grave,female novelist harassed by locals
43947,I Spit on Your Grave,upstate retreat gone wrong
43947,I Spit on Your Grave,female writer in danger
4497,Viridiana,nun prepares for convent
4497,Viridiana,aging uncle seduces niece
4497,Viridiana,visit to country mansion
4497,Viridiana,inheritance and family tension
4497,Viridiana,woman leaves religious life
12498,Sling Blade,institutionalized man released
12498,Sling Blade,state hospital release drama
12498,Sling Blade,man jailed for murder
12498,Sling Blade,mentally disabled man outside
12498,Sling Blade,released after long confinement
25431,Adam's Rib,wife defends murder case
25431,Adam's Rib,prosecutor clashes with spouse
25431,Adam's Rib,married lawyers courtroom quarrel
25431,Adam's Rib,husband wife legal battle
25431,Adam's Rib,woman tries kill husband
340684,Those People,young painter love triangle
340684,Those People,gay artist with pianist
340684,Those People,obsessed with best friend
340684,Those People,older pianist romance
340684,Those People,upper east side romance
291328,Rules Don't Apply,airport driver romance
291328,Rules Don't Apply,religious couple temptation
291328,Rules Don't Apply,Hollywood contract actress
291328,Rules Don't Apply,bizarre studio boss
291328,Rules Don't Apply,beauty queen Los Angeles
38684,Jane Eyre,governess falls in love
38684,Jane Eyre,mysterious country house
38684,Jane Eyre,dark master secret
38684,Jane Eyre,orphaned woman romance
38684,Jane Eyre,haunted manor secret
10185,The Midnight Meat Train,night commuter murders
10185,The Midnight Meat Train,photographer hunts killer
10185,The Midnight Meat Train,subway butcher killings
10185,The Midnight Meat Train,late train stalking
10185,The Midnight Meat Train,gruesome urban slayings
1164,Babel,rifle shot desert accident
1164,Babel,American couple stranded Morocco
1164,Babel,nanny crossing border children
1164,Babel,Japanese teen father police
1164,Babel,cross cultural family tragedy
336843,Maze Runner: The Death Cure,labyrinth rescue mission
336843,Maze Runner: The Death Cure,escape from giant maze
336843,Maze Runner: The Death Cure,break into fortified city
336843,Maze Runner: The Death Cure,teen survivors secret answers
336843,Maze Runner: The Death Cure,controlled maze action thriller
336808,Embrace of the Serpent,Amazon shaman healing plant
336808,Embrace of the Serpent,jungle expedition scientists
336808,Embrace of the Serpent,Amazon river journey betrayal
336808,Embrace of the Serpent,search for sacred herb
336808,Embrace of the Serpent,first contact rainforest adventure
225574,Non-Stop,air marshal airplane hostage
225574,Non-Stop,text messages on plane
225574,Non-Stop,ransom demand mid flight
225574,Non-Stop,passengers die every twenty minutes
225574,Non-Stop,transatlantic flight threat
412656,Chaos Walking,telepathic thoughts planet adventure
412656,Chaos Walking,badlands alien planet escape
412656,Chaos Walking,two companions survival trek
412656,Chaos Walking,mind reading dangerous reality
412656,Chaos Walking,unexplored planet perilous journey
348,Alien,space crew monster egg
348,Alien,alien parasite in host
348,Alien,distress signal planet eggs
348,Alien,creature attacks explorer spaceship
348,Alien,sci fi horror spaceship
11683,Land of the Dead,zombie walled city siege
11683,Land of the Dead,survivors defend skyscrapers
11683,Land of the Dead,evolving undead breach walls
11683,Land of the Dead,wealthy hide in towers
11683,Land of the Dead,post apocalypse city barricade
833,Umberto D.,elderly man rent eviction
833,Umberto D.,fake illness hospital stay
833,Umberto D.,small dog boarding house
833,Umberto D.,old age pension protest
833,Umberto D.,pregnant maid dog care
10546,The Crow: City of Angels,revenge from dead man
10546,The Crow: City of Angels,murdered father returns
10546,The Crow: City of Angels,dark angel vengeance
10546,The Crow: City of Angels,gunmen face undead avenger
10546,The Crow: City of Angels,comic book revenge thriller
138,Dracula,vampire castle rental
138,Dracula,estate agent meets vampire
138,Dracula,Transylvania to London voyage
138,Dracula,vampire attacks socialites
138,Dracula,supernatural professor studies vampire
10361,Ginger Snaps 2: Unleashed,werewolf rehab clinic
10361,Ginger Snaps 2: Unleashed,drug addicts clinic werewolf
10361,Ginger Snaps 2: Unleashed,poison overdose transformation
10361,Ginger Snaps 2: Unleashed,haunted by sister ghost
10361,Ginger Snaps 2: Unleashed,young girl clinic friend
10543,Fear,abusive boyfriend thriller
10543,Fear,seductive stalker drama
10543,Fear,young woman terrorized
10543,Fear,false perfect boyfriend
10543,Fear,dark side romance
258322,Fasten Your Seatbelts,opposite lovers attraction
258322,Fasten Your Seatbelts,mutual attraction avoidance
258322,Fasten Your Seatbelts,drama comedy romance
258322,Fasten Your Seatbelts,different life choices couple
258322,Fasten Your Seatbelts,resist forbidden attraction
606679,The High Note,music star assistant
606679,The High Note,assistant wants producer job
606679,The High Note,singer career decision
606679,The High Note,music industry romance comedy
606679,The High Note,personal assistant plans career
508791,The Sun Is Also a Star,teen romance single day
508791,The Sun Is Also a Star,family deportation meeting
508791,The Sun Is Also a Star,college interview romance
508791,The Sun Is Also a Star,young couple new york
508791,The Sun Is Also a Star,Jamaica deportation drama
110160,Laurence Anyways,forbidden romance couple
110160,Laurence Anyways,gender transition drama
110160,Laurence Anyways,woman discovers true self
110160,Laurence Anyways,transgender love story
110160,Laurence Anyways,impossible love triangle
76726,Chronicle,high school telekinesis discovery
76726,Chronicle,teens gain strange powers
76726,Chronicle,students secret underground object
76726,Chronicle,powerful abilities spiral control
76726,Chronicle,science project creates abilities
1283,"Torrente, the Dumb Arm of the Law",corrupt cop heroin dealers
1283,"Torrente, the Dumb Arm of the Law",drunk detective comedy crime
1283,"Torrente, the Dumb Arm of the Law",Madrid police drug search
1283,"Torrente, the Dumb Arm of the Law",sexist police officer antics
1283,"Torrente, the Dumb Arm of the Law",cult crime comedy Spain
10330,Freaky Friday,body swap mother daughter
10330,Freaky Friday,magic fortune cookie switch
10330,Freaky Friday,teenage daughter mother comedy
10330,Freaky Friday,fiance family body swap
10330,Freaky Friday,parent daughter personality swap
26170,Coogan's Bluff,deputy escorts prisoner city
26170,Coogan's Bluff,escaped convict airport chase
26170,Coogan's Bluff,rural cop in metropolis
26170,Coogan's Bluff,prisoner escape manhunt subway
26170,Coogan's Bluff,arrestatee flees urban streets
13968,Jump In!,young boxer trains hard
13968,Jump In!,golden glove boxing dream
13968,Jump In!,double dutch tournament substitute
13968,Jump In!,jump rope team practice
13968,Jump In!,boxer discovers skipping passion
9975,Curious George,jungle monkey city adventure
9975,Curious George,man in yellow hat
9975,Curious George,big city friendship journey
9975,Curious George,curious monkey downtown
9975,Curious George,animated family city chase
9552,The Exorcist,possessed girl priest
9552,The Exorcist,mother seeks exorcism
9552,The Exorcist,child demon possession
9552,The Exorcist,troubled priest faith
9552,The Exorcist,science versus exorcism
12771,Serving Sara,divorce papers process server
12771,Serving Sara,rich wife road trip
12771,Serving Sara,cross country chase couple
12771,Serving Sara,husband fortune marriage scam
12771,Serving Sara,city lawyer ex husband
83564,La luna,whale hunting boat
83564,La luna,father son sea job
83564,La luna,family fishing tradition
83564,La luna,rowing far offshore
83564,La luna,boy learns sea trade
9085,Harlem Nights,illegal casino gangsters police
9085,Harlem Nights,organized crime corruption 1920s
9085,Harlem Nights,casino owner under pressure
9085,Harlem Nights,corrupt cops and gangsters
9085,Harlem Nights,vice raids and extortion
8279,Paris,heart transplant waiting
8279,Paris,dancer with heart disease
8279,Paris,watching neighbors balcony
8279,Paris,paris apartment drama
8279,Paris,sick man observing people
1700,Misery,novelist car crash snow
1700,Misery,bedridden captive by nurse
1700,Misery,drugged in remote house
1700,Misery,obsessive fan holds writer
1700,Misery,crippled writer held hostage
565413,Moschettieri del Re - La penultima missione,retired musketeers rescue prince
565413,Moschettieri del Re - La penultima missione,queen recruits old swordsmen
565413,Moschettieri del Re - La penultima missione,seventeenth century palace mission
565413,Moschettieri del Re - La penultima missione,aging soldiers save kingdom
565413,Moschettieri del Re - La penultima missione,royal son kidnapping adventure
550,Fight Club,insomniac support group violence
550,Fight Club,underground bare knuckle clubs
550,Fight Club,soap salesman fight therapy
550,Fight Club,office worker split identity
550,Fight Club,apartment building explosion plot
82990,Paranormal Activity 4,suburban family sees ghosts
82990,Paranormal Activity 4,mysterious child moves in
82990,Paranormal Activity 4,woman child strange events
82990,Paranormal Activity 4,haunted neighborhood disappearance
82990,Paranormal Activity 4,paranormal events suburban home
14756,Ip Man,martial arts master war
14756,Ip Man,wing chun fight training
14756,Ip Man,japanese occupation combat drama
14756,Ip Man,chinese kung fu teacher
14756,Ip Man,1930s martial arts battles
345911,Lights Out,haunted mother spirit
345911,Lights Out,little brother visions
345911,Lights Out,sanity tested supernatural
345911,Lights Out,family ghost possession
345911,Lights Out,unlock childhood terror
168903,Barbie in the Pink Shoes,ballerina magical shoes adventure
168903,Barbie in the Pink Shoes,enchanted ballet world quest
168903,Barbie in the Pink Shoes,fight snow queen dance
168903,Barbie in the Pink Shoes,swan lake giselle ballet
168903,Barbie in the Pink Shoes,best friend fantasy ballet
14784,The Fall,hospital injured stuntman
14784,The Fall,broken arm little girl
14784,The Fall,mythical heroes story
14784,The Fall,1920s los angeles hospital
14784,The Fall,reality blurs fantasy tale
4964,Knocked Up,one night stand pregnancy
4964,Knocked Up,party animal unexpected fatherhood
4964,Knocked Up,woman shows up pregnant
4964,Knocked Up,casual hookup baby news
4964,Knocked Up,slacker faces parenthood
15417,Every Which Way but Loose,truck driver brawler orangutan
15417,Every Which Way but Loose,bar room fighter with orangutan
15417,Every Which Way but Loose,motorcycle gang desert chase
15417,Every Which Way but Loose,singer leads truck chase
15417,Every Which Way but Loose,legendary fighter bar showdown
429203,The Old Man & the Gun,elderly bank robber escape
429203,The Old Man & the Gun,san quentin prison breakout
429203,The Old Man & the Gun,string of clever heists
429203,The Old Man & the Gun,detective chases master thief
429203,The Old Man & the Gun,woman loves bank robber
1024,Heavenly Creatures,teen girls obsession plan
1024,Heavenly Creatures,fantasy loving schoolgirls
1024,Heavenly Creatures,parents oppose intense friendship
1024,Heavenly Creatures,dark pact against parents
1024,Heavenly Creatures,new zealand boarding school
50544,Friends with Benefits,friends with benefits complications
50544,Friends with Benefits,casual sex friendship trouble
50544,Friends with Benefits,best friends become lovers
50544,Friends with Benefits,hookup ruins friendship
50544,Friends with Benefits,romantic comedy relationship mess
44147,Wild Target,assassin protects woman
44147,Wild Target,mistaken detective trio
44147,Wild Target,mother controls hitman
44147,Wild Target,young apprentice follows killer
44147,Wild Target,client wants woman dead
2176,The Glass House,teen siblings inherit mansion
2176,The Glass House,orphaned teens move mansion
2176,The Glass House,wealthy family takes in teens
2176,The Glass House,mansion family secrets thriller
2176,The Glass House,car accident kills parents
10199,The Tale of Despereaux,mouse knight adventure
10199,The Tale of Despereaux,rescues endangered princess
10199,The Tale of Despereaux,rat friend quest
10199,The Tale of Despereaux,banished from kingdom
10199,The Tale of Despereaux,save kingdom from darkness
16270,Career Opportunities,store overnight janitor
16270,Career Opportunities,locked in department store
16270,Career Opportunities,wealthy daughter runaway
16270,Career Opportunities,dressing room sleepover
16270,Career Opportunities,night with store janitor
5729,L'Âge d'Or,forbidden lovers families church
5729,L'Âge d'Or,young couple thwarted marriage
5729,L'Âge d'Or,romantic vignettes social pressure
5729,L'Âge d'Or,love blocked by society
5729,L'Âge d'Or,passionate couple interrupted
134,"O Brother, Where Art Thou?",escaped convicts treasure hunt
134,"O Brother, Where Art Thou?",deputy chasing fugitives
134,"O Brother, Where Art Thou?",1930s southern road trip
134,"O Brother, Where Art Thou?",comical roadside encounters
134,"O Brother, Where Art Thou?",hidden treasure prison escape
451657,Custody,divorce custody battle
451657,Custody,abusive father shared custody
451657,Custody,child caught between parents
451657,Custody,court grants shared custody
451657,Custody,family hostage thriller
245,About a Boy,single man pretends father
245,About a Boy,dating single mothers lie
245,About a Boy,awkward boy teaches cool
245,About a Boy,bachelor learns responsibility
245,About a Boy,teen and adult friendship
121875,In the House,teen infiltrates classmate home
121875,In the House,student essays about family house
121875,In the House,teacher inspired by gifted pupil
121875,In the House,intruder in suburban household
121875,In the House,uncontrollable events after intrusion
580489,Venom: Let There Be Carnage,alien symbiote host body
580489,Venom: Let There Be Carnage,reporter versus red monster
580489,Venom: Let There Be Carnage,serial killer monster battle
580489,Venom: Let There Be Carnage,black suit action sequel
580489,Venom: Let There Be Carnage,scientist prison escape carnage
433310,When We First Met,time travel first date
433310,When We First Met,redo perfect night
433310,When We First Met,friend zone romance
433310,When We First Met,repeat the same evening
433310,When We First Met,change past relationship
680028,Centigrade,couple trapped in suv
680028,Centigrade,buried under snowstorm
680028,Centigrade,arctic mountain road
680028,Centigrade,car buried in ice
680028,Centigrade,survival trapped vehicle
841,Dune,desert planet spice war
841,Dune,space travel substance battle
841,Dune,coup on desert world
841,Dune,control of spice mines
841,Dune,war for desert planet
446170,Black Tide,missing teenage girl case
446170,Black Tide,alcoholic police officer
446170,Black Tide,troubled son drug trafficking
446170,Black Tide,teen disappearance investigation
446170,Black Tide,police officer family mystery
40619,Day & Night,day and night friendship
40619,Day & Night,sunlight meets darkness
40619,Day & Night,two beings same world
40619,Day & Night,animated short opposing moods
40619,Day & Night,family animation light shadow
630220,18 Presents,dying mother birthday gifts
630220,18 Presents,eighteen birthday presents daughter
630220,18 Presents,gift each birthday adult
630220,18 Presents,mother leaves future presents
630220,18 Presents,terminal illness family drama
15239,The Toxic Avenger,mop boy toxic waste
15239,The Toxic Avenger,mutant hero revenge
15239,The Toxic Avenger,vat of toxic sludge
15239,The Toxic Avenger,evil criminals get punished
15239,The Toxic Avenger,horror comedy mutant superhero
33217,Diary of a Wimpy Kid,middle school bullies
33217,Diary of a Wimpy Kid,awkward school comedy
33217,Diary of a Wimpy Kid,boy survives junior high
33217,Diary of a Wimpy Kid,locker room humiliation
33217,Diary of a Wimpy Kid,gross cafeteria cheese
396806,Anon,future murder investigation
396806,Anon,memory recording system
396806,Anon,woman with no records
396806,Anon,identity-free suspect hunt
396806,Anon,privacyless crime world
8587,The Lion King,lion prince exile
8587,The Lion King,uncle takes pride
8587,The Lion King,savannah coming of age
8587,The Lion King,orphaned lion cub
8587,The Lion King,return to pride
284674,Air,future world no air
284674,Air,engineers guarding cryogenic pods
284674,Air,last human survival bunker
284674,Air,protecting sleeping colonists
284674,Air,post apocalypse oxygen shortage
72976,Lincoln,civil war peace negotiations
72976,Lincoln,congress votes slavery ban
72976,Lincoln,presidential final months war
72976,Lincoln,union divided by war
72976,Lincoln,abolition bill and war
27,9 Songs,glaciologist love affair
27,9 Songs,rock concert romance
27,9 Songs,ice field flashbacks
27,9 Songs,live concert songs affair
27,9 Songs,bedroom scenes concert
471707,Corpus Christi,sawmill juvenile delinquent priest
471707,Corpus Christi,young preacher small parish
471707,Corpus Christi,fake priest takes over church
471707,Corpus Christi,small town parish healing tragedy
471707,Corpus Christi,charismatic clergy accidental takeover
704264,Primal: Tales of Savagery,caveman dinosaur survival
704264,Primal: Tales of Savagery,prehistoric friendship tragedy
704264,Primal: Tales of Savagery,last man and dinosaur
704264,Primal: Tales of Savagery,extinction survival adventure
704264,Primal: Tales of Savagery,cave man dinosaur bond
239573,Unfinished Business,business trip goes wrong
239573,Unfinished Business,sales deal in europe
239573,Unfinished Business,fetish convention comedy
239573,Unfinished Business,economic summit mishaps
239573,Unfinished Business,three associates abroad
13006,Split Second,flooded city detective hunts killer
13006,Split Second,serial killer murdered partner
13006,Split Second,detective hunts nonhuman killer
13006,Split Second,future london flooded streets
13006,Split Second,horror science fiction detective
38438,Buffet Froid,amnesiac murder suspect
38438,Buffet Froid,black comedy crime thriller
38438,Buffet Froid,neighbor police confession
38438,Buffet Froid,urban murders and confusion
38438,Buffet Froid,unwitting killer investigation
10854,Wicked Little Things,moved to small town
10854,Wicked Little Things,haunted mine children
10854,Wicked Little Things,underground trapped children
10854,Wicked Little Things,family encounters ghost kids
10854,Wicked Little Things,old mine accident horror
495193,Benji,orphaned puppy rescue kids
495193,Benji,school kids kidnapped by robbers
495193,Benji,scruffy dog saves children
495193,Benji,kidnapped by bumbling robbers
495193,Benji,children rescued by stray dog
9684,Sweet and Lowdown,jazz guitarist biopic
9684,Sweet and Lowdown,alcoholic guitar prodigy
9684,Sweet and Lowdown,comic musician life story
9684,Sweet and Lowdown,arrogant jazz player
9684,Sweet and Lowdown,drifting guitarist biography
7227,Airport '77,hijacked plane underwater
7227,Airport '77,survivors slow oxygen leak
7227,Airport '77,crashed jet ocean floor
7227,Airport '77,passengers trapped below sea
7227,Airport '77,underwater rescue from plane
11633,Appleseed,female warrior utopian society
11633,Appleseed,post war science fiction animation
11633,Appleseed,badlands warrior discovers conspiracy
11633,Appleseed,future community hides plan
11633,Appleseed,female soldier dystopian facade
370964,I Am Dragon,princess kidnapped by dragon
370964,I Am Dragon,castle on remote island
370964,I Am Dragon,young man on island
370964,I Am Dragon,stone cage dragon castle
370964,I Am Dragon,wedding kidnapping fantasy romance
256040,Bāhubali: The Beginning,foundling village rescue queen
256040,Bāhubali: The Beginning,warrior princess captive queen
256040,Bāhubali: The Beginning,young man discovers origins
256040,Bāhubali: The Beginning,exceptional gifts rescue mission
256040,Bāhubali: The Beginning,village hero hidden lineage
586461,Swallow,pregnant woman eats objects
586461,Swallow,housewife dangerous cravings
586461,Swallow,controlling husband family secrets
586461,Swallow,compulsive swallowing horror
586461,Swallow,dark secret obsession pregnancy
544510,"Cyrano, My Love",playwright needs inspiration
544510,"Cyrano, My Love",actor demands christmas premiere
544510,"Cyrano, My Love",write play before deadline
544510,"Cyrano, My Love",peniless writer and actor
544510,"Cyrano, My Love",period comedy stage rehearsals
339792,David Brent: Life on the Road,mockumentary rock tour
339792,David Brent: Life on the Road,failed comic musician road
339792,David Brent: Life on the Road,camera crew backstage tour
339792,David Brent: Life on the Road,standup comic music gigs
339792,David Brent: Life on the Road,van tour band auditions
38322,"Big Mommas: Like Father, Like Son",undercover performing arts school
38322,"Big Mommas: Like Father, Like Son",witnesses murder goes undercover
38322,"Big Mommas: Like Father, Like Son",fbi father son disguise
38322,"Big Mommas: Like Father, Like Son",find killer at school
38322,"Big Mommas: Like Father, Like Son",girls school murder mystery
38167,Eat Pray Love,divorce self discovery travel
38167,Eat Pray Love,woman eats in italy
38167,Eat Pray Love,prayer retreat in india
38167,Eat Pray Love,finding balance in bali
38167,Eat Pray Love,worldwide journey romance drama
9513,Garfield: A Tail of Two Kitties,cat mistaken for noble
9513,Garfield: A Tail of Two Kitties,castle inheritance comedy
9513,Garfield: A Tail of Two Kitties,evil lord threatens estate
9513,Garfield: A Tail of Two Kitties,pet becomes castle ruler
9513,Garfield: A Tail of Two Kitties,animated trip to britain
19404,Dilwale Dulhania Le Jayenge,rich man family wedding
19404,Dilwale Dulhania Le Jayenge,secret love in India
19404,Dilwale Dulhania Le Jayenge,daughter promised to fiancé
19404,Dilwale Dulhania Le Jayenge,romantic chase abroad
19404,Dilwale Dulhania Le Jayenge,strict father wedding plans
381288,Split,multiple personalities abduction thriller
381288,Split,psychiatrist dangerous alter ego
381288,Split,teen girls trapped basement
381288,Split,man with many identities
381288,Split,escape from underground chambers
13927,Tin Toy,toy escapes baby
13927,Tin Toy,wanted to be played
13927,Tin Toy,drooling baby chases toy
13927,Tin Toy,baby loses interest quickly
13927,Tin Toy,toy and infant playroom
14135,Bad Boy Bubby,man locked indoors
14135,Bad Boy Bubby,poisonous air hoax
14135,Bad Boy Bubby,escaped from house
14135,Bad Boy Bubby,overprotected adult outside
14135,Bad Boy Bubby,father forces escape
63,Twelve Monkeys,time travel virus outbreak
63,Twelve Monkeys,future convict mental hospital
63,Twelve Monkeys,psychiatrist rogue group mystery
63,Twelve Monkeys,post apocalyptic underground survivors
63,Twelve Monkeys,wrong year prison escape
5001,Before Night Falls,cuban poet biography
5001,Before Night Falls,gay writer persecution
5001,Before Night Falls,cuba prison writer
5001,Before Night Falls,artist under dictatorship
5001,Before Night Falls,novelist exile memoir
298382,The Dressmaker,1950s dressmaker returns hometown
298382,The Dressmaker,small town fashion makeover
298382,The Dressmaker,mother daughter reconciliation drama
298382,The Dressmaker,romance in rural dress shop
298382,The Dressmaker,woman changes town clothing
3035,Frankenstein,body parts laboratory experiment
3035,Frankenstein,mad doctor creates monster
3035,Frankenstein,escaped creature countryside havoc
3035,Frankenstein,search for missing monster
3035,Frankenstein,animated corpse attack villagers
252,Willy Wonka & the Chocolate Factory,golden ticket chocolate factory
252,Willy Wonka & the Chocolate Factory,lucky kids candy tour
252,Willy Wonka & the Chocolate Factory,penniless boy seeks sweets
252,Willy Wonka & the Chocolate Factory,lifetime supply of candy
252,Willy Wonka & the Chocolate Factory,eccentric candy factory visit
1950,Lucky You,poker player tournament romance
1950,Lucky You,world poker championship singer
1950,Lucky You,las vegas card player love
1950,Lucky You,professional gambler wins affection
1950,Lucky You,table luck lonely romance
2454,The Chronicles of Narnia: Prince Caspian,return to magical kingdom
2454,The Chronicles of Narnia: Prince Caspian,young prince threatened by king
2454,The Chronicles of Narnia: Prince Caspian,battle for rightful heir
2454,The Chronicles of Narnia: Prince Caspian,talking badger and dwarf
2454,The Chronicles of Narnia: Prince Caspian,children quest through castle
203217,My Mom is a Character,overprotective mother hides away
203217,My Mom is a Character,kids needing their mother
203217,My Mom is a Character,family spat comedy
203217,My Mom is a Character,aunt's house memories
203217,My Mom is a Character,mother reminisces about children
1089,Point Break,bank robbers in masks
1089,Point Break,undercover agent at beach
1089,Point Break,surfers bank robbery
1089,Point Break,fbi investigates surf gang
1089,Point Break,masked gang beach crimes
81390,A Lonely Place to Die,mountaineers find buried girl
81390,A Lonely Place to Die,highlands kidnapping chase
81390,A Lonely Place to Die,hikers protect kidnapped child
81390,A Lonely Place to Die,wilderness rescue from kidnappers
81390,A Lonely Place to Die,climbers versus kidnappers
84306,Liberal Arts,college professor retirement dinner
84306,Liberal Arts,single writer returns campus
84306,Liberal Arts,classical music student romance
84306,Liberal Arts,dorm rooms poetry seminar
84306,Liberal Arts,nostalgic campus love story
448095,I Still See You,ghost apocalypse thriller
448095,I Still See You,message from beyond grave
448095,I Still See You,mysterious classmate investigation
448095,I Still See You,shadow world dead living
448095,I Still See You,race to stop killer
9334,The Scorpion King,ancient egypt revenge quest
9334,The Scorpion King,peasant hired for revenge
9334,The Scorpion King,sorceress and warlord plot
9334,The Scorpion King,village threatened by sorcery
9334,The Scorpion King,betrayal and kidnapping quest
13990,The Wackness,teen drug dealer therapy
13990,The Wackness,pot for psychiatrist sessions
13990,The Wackness,summer city coming of age
13990,The Wackness,falls for doctor's daughter
13990,The Wackness,sex drugs music drama
13967,Miss Potter,children's book author life
13967,Miss Potter,rabbit story writer
13967,Miss Potter,woman publisher romance
13967,Miss Potter,country house illustrator
13967,Miss Potter,publishing success love
10439,Hocus Pocus,resurrected sister witches
10439,Hocus Pocus,kids fight witches
10439,Hocus Pocus,Halloween cat witch hunt
10439,Hocus Pocus,three children save town
10439,Hocus Pocus,spellbook candle resurrection
180,Minority Report,future crime police unit
180,Minority Report,predictive arrest system
180,Minority Report,cop framed for murder
180,Minority Report,fugitive from law agents
180,Minority Report,vision machine investigation
60047,Fuochi d'artificio,dog sitter love problems
60047,Fuochi d'artificio,analyst relationship advice
60047,Fuochi d'artificio,four women romance story
60047,Fuochi d'artificio,uncertain man tells analyst
60047,Fuochi d'artificio,pet sitter romantic comedy
276905,Norm of the North,polar bear mascot job
276905,Norm of the North,arctic animals in city
276905,Norm of the North,melting ice home
276905,Norm of the North,corporate mascot sabotage
276905,Norm of the North,lemmings in new york
37181,About Elly,kindergarten teacher vanishes picnic
37181,About Elly,missing teacher during outing
37181,About Elly,travelers search after disappearance
37181,About Elly,group trip misadventures Iran
37181,About Elly,picnic turns into trouble
342473,Ballerina,orphan girl ballet dreams
342473,Ballerina,fleeing farm for city
342473,Ballerina,young dancer at opera
342473,Ballerina,passes as rich girl
342473,Ballerina,1890s paris ballet school
